Station Name,Station Latitude,Station Longitude
LA - N Figueroa St,34.1110,-118.1890
LA - N Westmoreland,34.0820,-118.2980
LA - Obregon Park,34.0370,-118.1780
LA - S Grand Ave,34.0050,-118.2790
LA - Saturn St,34.0460,-118.3550
LA - W 70th St,33.9760,-118.2890
LA - Wonderland Ave,34.1140,-118.3800
LB - Harbor Admin FF,33.7540,-118.2000
LB - Orange Ave,33.8810,-118.1760
LB - Rancho Los Cerritos,33.8400,-118.1940
LB - Recreation Park,33.7780,-118.1330
La Crescenta - New York,34.2380,-118.2540
La Habra - Briarcliff,33.9210,-117.9730
La Puente - Rimgrove Av,34.0260,-117.9180
Lake Hughes #1,34.6740,-118.4300
Lakewood - Del Amo Blvd,33.8460,-118.0990
Lancaster - Med Off FF,34.6880,-118.1560
Lawndale - Osage Ave,33.8970,-118.3460
Leona Valley #5 - Ritter,34.6000,-118.2410
Leona Valley #6,34.6040,-118.2440
Malibu - Las Flores Canyon,34.0450,-118.6380
Malibu - Point Dume Sch,34.0130,-118.8000
Malibu - W Pacific Cst Hwy,34.0240,-118.7880
Manhattan Beach - Manhattan,33.8860,-118.3890
"Mill Creek, Angeles Nat For",34.3900,-118.0800
Moorpark - Fire Sta,34.2880,-118.8810
Mt Wilson - CIT Seis Sta,34.2240,-118.0570
N Hollywood - Coldwater Can,34.1940,-118.4120
Newhall - Fire Sta,34.3870,-118.5330
Newhall - W Pico Canyon Rd.,34.3910,-118.6220
Northridge - 17645 Saticoy St,34.2090,-118.5170
"Norwalk - Imp Hwy, S Grnd",33.9150,-118.0700
Orange Co. Reservoir,33.9354,-117.8840
Pacific Palisades - Sunset,34.0420,-118.5540
Pacoima Kagel Canyon,34.2960,-118.3750
Pacoima Kagel Canyon USC,34.2500,-118.4200
Panorama City - Roscoe,34.2220,-118.4420
Pasadena - Brown Gym,34.1400,-118.1200
Pasadena - CIT Athenaeum,34.1390,-118.1210
Pasadena - CIT Bridge Lab,34.1400,-118.1200
Pasadena - CIT Calif Blvd,34.1400,-118.1200
Pasadena - CIT Indust. Rel,34.1400,-118.1200
Pasadena - CIT Keck Lab,34.1400,-118.1200
Pasadena - CIT Kresge Lab,34.1490,-118.1710
Pasadena - CIT Lura St,34.1400,-118.1200
Pasadena - CIT Mudd Lab,34.1400,-118.1200
Pasadena - Old House Rd,34.1680,-118.0780
Playa Del Rey - Saran,33.9600,-118.4320
Pomona - 4th & Locust FF,34.0560,-117.7480
Rancho Cucamonga - FF,34.1040,-117.5740
Rancho Palos Verdes - Luconia,33.7400,-118.3350
Riverside Airport,33.9510,-117.4460
Rosamond - Goode Ranch,34.8270,-118.2650
San Gabriel - E Grand Ave,34.0910,-118.0930
San Marino - SW Academy,34.1150,-118.1300
Santa Fe Springs - E.Joslin,33.9440,-118.0870
Santa Monica - Second St,34.0050,-118.4850
Studio City - Coldwater Can,34.1460,-118.4120
Sun Valley - Roscoe Blvd,34.2210,-118.4210
Sun Valley - Sunland,34.2350,-118.3660
Sunland - Mt Gleason Ave,34.2690,-118.3030
Sylmar - Olive View Med FF,34.3260,-118.4440
Sylmar - Sayre St,34.3060,-118.4370
Tarzana - Cedar Hill,34.1600,-118.5340
Terminal Island - S Seaside,33.7360,-118.2690
Torrance - W 226th St,33.8220,-118.3560
Vasquez Rocks Park,34.4920,-118.3270
Villa Park - Serrano Ave,33.8210,-117.8180
West Covina - S Orange Ave,34.0640,-117.9520
Whittier Narrows Dam upstream,34.0200,-118.0530
Alhambra - Fremont School,34.0700,-118.1500
Altadena - Eaton Canyon,34.1770,-118.0960
Downey - Co Maint Bldg,33.9240,-118.1670
Inglewood - Union Oil,33.9050,-118.2790
LA - 116th St School,33.9290,-118.2600
LA - Baldwin Hills,34.0090,-118.3610
LA - Hollywood Stor FF,34.0900,-118.3390
LA - Obregon Park,34.0370,-118.1780
Mt Wilson - CIT Seis Sta,34.2240,-118.0570
San Marino - SW Academy,34.1150,-118.1300
Tarzana - Cedar Hill,34.1600,-118.5340
Wildlife Liquef. Array,33.1000,-115.5300
Brawley Airport,32.9910,-115.5130
Calipatria Fire Station,33.1266,-115.5160
El Centro Imp. Co. Cent,32.7930,-115.5620
Kornbloom Road (temp),33.1250,-115.6650
Parachute Test Site,32.9290,-115.7010
Plaster City,32.7900,-115.8600
Poe Road (temp),33.0970,-115.7510
Salton Sea Wildlife Refuge,33.1774,-115.6160
Superstition Mtn Camera,32.9550,-115.8250
Westmorland Fire Sta,33.0370,-115.6230
Wildlife Liquef. Array,33.1000,-115.5300
Gukasian,41.0380,43.8540
APEEL 10 - Skyline,37.4650,-122.3420
APEEL 2 - Redwood City,37.5280,-122.2560
APEEL 2E Hayward Muir Sch,37.6570,-122.0820
APEEL 3E Hayward CSUH,37.6570,-122.0610
APEEL 7 - Pulgas,37.4840,-122.3130
APEEL 9 - Crystal Springs Res,37.4700,-122.3200
Agnews State Hospital,37.3970,-121.9520
Alameda Naval Air Stn Hanger,37.7850,-122.3030
Anderson Dam (Downstream),37.1660,-121.6280
Anderson Dam (L Abut),37.1660,-121.6280
BRAN,37.0470,-121.9840
"Bear Valley #1, Fire Station",36.5730,-121.1840
"Bear Valley #10, Webb Residence",36.5320,-121.1430
"Bear Valley #12, Williams Ranch",36.6580,-121.2490
"Bear Valley #14, Upper Butts Rn",36.5690,-121.0430
"Bear Valley #5, Callens Ranch",36.6730,-121.1950
"Bear Valley #7, Pinnacles",36.4830,-121.1800
Belmont - Envirotech,37.5120,-122.3080
Berkeley - Strawberry Canyon,37.8700,-122.2400
Berkeley LBL,37.8760,-122.2490
Calaveras Reservoir,37.4520,-121.8070
Capitola,36.9730,-121.9530
Corralitos,37.0500,-121.8030
Coyote Lake Dam (Downst),37.1240,-121.5510
Coyote Lake Dam (SW Abut),37.1180,-121.5500
Dublin - Fire Station,37.7090,-121.9320
Dumbarton Bridge West End FF,37.4920,-122.1360
Emeryville - 6363 Christie,37.8440,-122.2950
Foster City - APEEL 1,37.5450,-122.2310
Foster City - Menhaden Court,37.5550,-122.2480
Fremont - Emerson Court,37.5350,-121.9290
Fremont - Mission San Jose,37.5300,-121.9190
Gilroy - Gavilan Coll.,36.9730,-121.5680
Gilroy - Historic Bldg.,37.0090,-121.5690
Gilroy Array #1,36.9730,-121.5720
Gilroy Array #2,36.9820,-121.5560
Gilroy Array #3,36.9870,-121.5360
Gilroy Array #4,37.0010,-121.5220
Gilroy Array #6,37.0260,-121.4840
Gilroy Array #7,37.0330,-121.4340
Golden Gate Bridge,37.8080,-122.4760
Halls Valley,37.3380,-121.7140
Hayward - BART Sta,37.6700,-122.0860
Hayward City Hall - North,37.6790,-122.0820
Hollister - SAGO Vault,36.7650,-121.4460
Hollister - South & Pine,36.8480,-121.3970
Hollister City Hall,36.8500,-121.4000
Hollister Diff. Array,36.8880,-121.4130
LGPC,37.1720,-122.0100
Larkspur Ferry Terminal (FF),37.9460,-122.5080
Lower Crystal Springs Dam dwnst,37.5290,-122.3610
Monterey City Hall,36.5970,-121.8970
Oakland - Outer Harbor Wharf,37.8130,-122.3140
Oakland - Title & Trust,37.8060,-122.2670
Olema - Point Reyes Station,38.0430,-122.7970
Palo Alto - 1900 Embarc.,37.4530,-122.1120
Palo Alto - SLAC Lab,37.4200,-122.2100
Piedmont Jr High,37.8210,-122.2340
Point Bonita,37.8220,-122.5270
Richmond City Hall,37.9350,-122.3420
SAGO South - Surface,36.7530,-121.3950
SF - 1295 Shafter,37.7280,-122.3850
SF - Cliff House,37.7780,-122.5130
SF - Diamond Heights,37.7400,-122.4320
SF - Pacific Heights,37.7900,-122.4290
SF - Presidio,37.7920,-122.4570
SF - Rincon Hill,37.7860,-122.3910
SF - Telegraph Hill,37.8030,-122.4080
SF Intern. Airport,37.6220,-122.3980
Salinas - John & Work,36.6710,-121.6420
San Jose - Santa Teresa Hills,37.2100,-121.8030
Saratoga - Aloha Ave,37.2550,-122.0310
Saratoga - W Valley Coll.,37.2620,-122.0090
"So. San Francisco, Sierra Pt.",37.6750,-122.3880
Stanford Park. Garage,37.4320,-122.1720
Sunnyvale - Colton Ave.,37.4020,-122.0250
Sunol - Forest Fire Station,37.5970,-121.8800
Treasure Island,37.8250,-122.3730
UCSC,37.0010,-122.0620
UCSC Lick Observatory,37.0010,-122.0600
WAHO,36.9720,-121.9950
Woodside,37.4290,-122.2580
Yerba Buena Island,37.8070,-122.3610
Edessa (bsmt),40.8050,22.0510
Kilkis,40.9900,22.8690
Ambralauri,42.5215,43.1549
Baz,42.5729,43.4363
Iri,42.5170,43.5510
Oni,42.5830,43.4400
Zem,42.5220,43.3050
Erzincan,39.7500,39.5000
GSH,50.7370,6.3770
OLF,50.4960,6.4210
WBS,50.8080,7.2860
Cape Mendocino,40.3480,-124.3520
Eureka - Myrtle & West,40.8020,-124.1480
Fortuna - Fortuna Blvd,40.5840,-124.1450
Petrolia,40.3240,-124.2860
Rio Dell Overpass - FF,40.5030,-124.0990
Shelter Cove Airport,40.0260,-124.0690
Edgecumbe Substation Electric,-37.9900,176.8290
Amboy,34.5600,-115.7430
Anaheim - W Ball Rd,33.8170,-117.9510
Arcadia - Arcadia Av,34.1270,-118.0590
Arcadia - Campus Dr,34.1300,-118.0360
Baker Fire Station,35.2710,-116.0660
Baldwin Park - N Holly,34.1000,-117.9740
Barstow,34.8870,-117.0470
Bell Gardens - Jaboneria,33.9650,-118.1580
"Big Tujunga, Angeles Nat F",34.2860,-118.2250
Boron Fire Station,35.0020,-117.6500
Brea - S Flower Av,33.9160,-117.8960
Buena Park - La Palma,33.8470,-118.0180
Burbank - N Buena Vista,34.1680,-118.3310
Calabasas - N Las Virg,34.1500,-118.6960
Chatsworth - Devonshire,34.3580,-118.5710
Compton - Castlegate St,33.8990,-118.1960
Coolwater,34.8510,-116.8580
Covina - W Badillo,34.0870,-117.9150
Desert Hot Springs,33.9620,-116.5090
Downey - Co Maint Bldg,33.9240,-118.1670
Duarte - Mel Canyon Rd.,34.1500,-117.9390
El Monte - Fairview Av,34.0930,-118.0190
Featherly Park - Maint,33.8690,-117.7090
Fort Irwin,35.2680,-116.6840
Fountain Valley - Euclid,33.7190,-117.9370
Glendale - Las Palmas,34.2000,-118.2310
Glendora - N Oakbank,34.1370,-117.8830
Hacienda Heights - Colima,33.9900,-117.9430
Hemet Fire Station,33.7290,-116.9790
Huntington Bch - Waikiki,33.7270,-118.0440
Indio - Coachella Canal,33.7170,-116.1550
Inglewood - Union Oil,33.9050,-118.2790
Joshua Tree,34.1300,-116.3140
LA - 116th St School,33.9290,-118.2600
LA - E Vernon Ave,34.0040,-118.2300
LA - Fletcher Dr,34.1150,-118.2440
LA - N Figueroa St,34.1110,-118.1890
LA - N Westmoreland,34.0820,-118.2980
LA - Obregon Park,34.0370,-118.1780
LA - S Grand Ave,34.0050,-118.2790
LA - W 15th St,34.0450,-118.2980
LA - W 70th St,33.9760,-118.2890
LB - Orange Ave,33.8810,-118.1760
La Crescenta - New York,34.2380,-118.2540
La Habra - Briarcliff,33.9210,-117.9730
La Puente - Rimgrove Av,34.0260,-117.9180
Lakewood - Del Amo Blvd,33.8460,-118.0990
Lucerne,34.5680,-116.6120
Mission Creek Fault,33.9050,-116.4190
Morongo Valley,34.0490,-116.5780
North Palm Springs,33.9240,-116.5430
Northridge - 17645 Saticoy St,34.2090,-118.5170
Palm Springs Airport,33.8290,-116.5120
Pomona - 4th & Locust FF,34.0560,-117.7480
Puerta La Cruz,33.3240,-116.6830
Riverside Airport,33.9510,-117.4460
San Bernardino - E & Hospitality,34.0650,-117.2920
San Gabriel - E Grand Ave,34.0910,-118.0930
Santa Fe Springs - E.Joslin,33.9440,-118.0870
Silent Valley - Poppet Flat,33.8510,-116.8520
Sun Valley - Roscoe Blvd,34.2210,-118.4210
Sun Valley - Sunland,34.2350,-118.3660
Sunland - Mt Gleason Ave,34.2690,-118.3030
Tarzana - Cedar Hill,34.1600,-118.5340
Tustin - E Sycamore,33.7278,-117.8240
Twentynine Palms,34.0210,-116.0090
Villa Park - Serrano Ave,33.8210,-117.8180
West Covina - S Orange Ave,34.0640,-117.9520
Yermo Fire Station,34.9040,-116.8230
Big Bear Lake - Civic Center,34.2380,-116.9350
Desert Hot Springs,33.9620,-116.5090
Desert Shores,33.4260,-116.0780
Elizabeth Lake,34.6620,-118.3870
Featherly Park - Maint,33.8690,-117.7090
Hemet Fire Station,33.7290,-116.9790
Hesperia - 4th & Palm,34.4050,-117.3130
Indio - Coachella Canal,33.7170,-116.1550
Indio - Riverside Co Fair Grnds,33.7150,-116.2210
Joshua Tree,34.1300,-116.3140
LA - 1955 1/2 Purdue Ave. Bsmt,34.0400,-118.4450
LA - City Terrace,34.0530,-118.1710
LA - Temple & Hope,34.0590,-118.2460
LA - Univ. Hospital,34.0620,-118.1980
Lake Cachulla,33.6280,-116.2800
Mecca - CVWD Yard,33.5640,-115.9870
Mt Baldy - Elementary Sch,34.2330,-117.6610
Newport Bch - Irvine Ave. F.S,33.6340,-117.9020
North Shore - Durmid,33.4210,-115.8310
North Shore - Salton Sea Pk HQ,33.5040,-115.9130
Palm Springs Airport,33.8290,-116.5120
Pear Blossom - Pallet Creek,34.4580,-117.9090
Phelan - Wilson Ranch,34.4670,-117.5200
Puerta La Cruz,33.3240,-116.6830
Rancho Cucamonga - Deer Can,34.1690,-117.5790
Rancho Cucamonga - FF,34.1040,-117.5740
Riverside Airport,33.9510,-117.4460
Sage - Fire Station,33.5800,-116.9310
Salton City,33.2800,-115.9840
San Bernardino - 2nd & Arrowhead,34.1030,-117.2880
San Bernardino - E & Hospitality,34.0650,-117.2920
San Jacinto - Valley Cemetary,33.7600,-116.9600
Seal Beach - Office Bldg,33.7570,-118.0840
Silent Valley - Poppet Flat,33.8510,-116.8520
Snow Creek,33.8880,-116.6840
Tarzana - Cedar Hill A,34.1600,-118.5340
Temecula - 6th & Mercedes,33.4960,-117.1490
Winchester Bergman Ran,33.6400,-117.0940
Wrightwood - Nielson Ranch,34.3140,-117.5450
Wrightwood - Swarthout,34.3690,-117.6580
Yermo Fire Station,34.9040,-116.8230
Alhambra - Fremont School,34.0700,-118.1500
Anacapa Island,34.0160,-119.3620
Anaheim - W Ball Rd,33.8170,-117.9510
Anaverde Valley - City R,34.5800,-118.1990
Antelope Buttes,34.7580,-118.3610
Arcadia - Arcadia Av,34.1270,-118.0590
Arcadia - Campus Dr,34.1300,-118.0360
Arleta - Nordhoff Fire Sta,34.2360,-118.4390
Baldwin Park - N Holly,34.1000,-117.9740
Bell Gardens - Jaboneria,33.9650,-118.1580
Beverly Hills - 12520 Mulhol,34.1270,-118.4050
Beverly Hills - 14145 Mulhol,34.1320,-118.4390
"Big Tujunga, Angeles Nat F",34.2860,-118.2250
Brea - S Flower Av,33.9160,-117.8960
Buena Park - La Palma,33.8470,-118.0180
Burbank - Howard Rd.,34.2040,-118.3020
Camarillo,34.2080,-119.0790
Canoga Park - Topanga Can,34.2120,-118.6060
Canyon Country - W Lost Cany,34.4190,-118.4260
Carson - Catskill Ave,33.8120,-118.2700
Carson - Water St,33.8360,-118.2400
Castaic - Old Ridge Route,34.5640,-118.6420
Compton - Castlegate St,33.8990,-118.1960
Covina - S Grand Ave,34.0780,-117.8710
Covina - W Badillo,34.0870,-117.9150
Downey - Birchdale,33.9200,-118.1370
Downey - Co Maint Bldg,33.9240,-118.1670
Duarte - Mel Canyon Rd.,34.1500,-117.9390
El Monte - Fairview Av,34.0930,-118.0190
Elizabeth Lake,34.6620,-118.3870
Featherly Park - Maint,33.8690,-117.7090
Garden Grove - Santa Rita,33.7900,-118.0120
Glendale - Las Palmas,34.2000,-118.2310
Glendora - N Oakbank,34.1370,-117.8830
Hacienda Heights - Colima,33.9900,-117.9430
Hemet - Ryan Airfield,33.7310,-117.0230
Hollywood - Willoughby Ave,34.0880,-118.3650
Huntington Bch - Waikiki,33.7270,-118.0440
Huntington Beach - Lake St,33.6620,-117.9970
Inglewood - Union Oil,33.9050,-118.2790
Jensen Filter Plant,34.3120,-118.4960
Jensen Filter Plant Generator,34.3130,-118.4980
LA - 116th St School,33.9290,-118.2600
LA - Baldwin Hills,34.0090,-118.3610
LA - Brentwood VA Hospital,34.0630,-118.4630
LA - Centinela St,34.0010,-118.4310
LA - Century City CC North,34.0630,-118.4180
LA - Chalon Rd,34.0860,-118.4810
LA - City Terrace,34.0530,-118.1710
LA - Cypress Ave,34.0880,-118.2220
LA - E Vernon Ave,34.0040,-118.2300
LA - Fletcher Dr,34.1150,-118.2440
LA - Griffith Park Observatory,34.1180,-118.2990
LA - Hollywood Stor FF,34.0900,-118.3390
LA - N Faring Rd,34.0890,-118.4350
LA - N Figueroa St,34.1110,-118.1890
LA - N Westmoreland,34.0820,-118.2980
LA - Obregon Park,34.0370,-118.1780
LA - Pico & Sentous,34.0430,-118.2710
LA - S Grand Ave,34.0050,-118.2790
LA - S. Vermont Ave,34.0210,-118.2870
LA - Saturn St,34.0460,-118.3550
LA - Sepulveda VA Hospital,34.2490,-118.4780
LA - Temple & Hope,34.0590,-118.2460
LA - UCLA Grounds,34.0680,-118.4390
LA - Univ. Hospital,34.0620,-118.1980
LA - W 15th St,34.0450,-118.2980
LA - Wadsworth VA Hospital North,34.0520,-118.4510
LA - Wadsworth VA Hospital South,34.0520,-118.4510
LA - Wonderland Ave,34.1140,-118.3800
LA 00,34.1060,-118.4540
LA Dam,34.2940,-118.4830
LB - City Hall,33.7680,-118.1960
LB - Rancho Los Cerritos,33.8400,-118.1940
La Crescenta - New York,34.2380,-118.2540
La Habra - Briarcliff,33.9210,-117.9730
La Puente - Rimgrove Av,34.0260,-117.9180
Lake Hughes #1,34.6740,-118.4300
Lake Hughes #12A,34.5710,-118.5600
Lake Hughes #4 - Camp Mend,34.6500,-118.4780
Lake Hughes #4B - Camp Mend,34.6500,-118.4770
Lake Hughes #9,34.6080,-118.5580
Lakewood - Del Amo Blvd,33.8460,-118.0990
Lancaster - Fox Airfield Grnd,34.7390,-118.2140
Lawndale - Osage Ave,33.8970,-118.3460
Leona Valley #1,34.5940,-118.2420
Leona Valley #2,34.5950,-118.2430
Leona Valley #3,34.5960,-118.2430
Leona Valley #4,34.5980,-118.2420
Leona Valley #5 - Ritter,34.6000,-118.2410
Leona Valley #6,34.6040,-118.2440
Littlerock - Brainard Can,34.4860,-117.9800
Malibu - Point Dume Sch,34.0130,-118.8000
Manhattan Beach - Manhattan,33.8860,-118.3890
Mojave - Hwys 14 & 58,35.0700,-118.1750
Mojave - Oak Creek Canyon,35.0420,-118.3770
Montebello - Bluff Rd.,33.9900,-118.1140
Moorpark - Fire Sta,34.2880,-118.8810
Mt Baldy - Elementary Sch,34.2330,-117.6610
Mt Wilson - CIT Seis Sta,34.2240,-118.0570
N Hollywood - Coldwater Can,34.1940,-118.4120
Neenach - Sacatara Ck,34.8480,-118.5360
Newhall - Fire Sta,34.3870,-118.5330
Newhall - W Pico Canyon Rd.,34.3910,-118.6220
Newport Bch - Irvine Ave. F.S,33.6340,-117.9020
Newport Bch - Newp & Coast,33.6230,-117.9310
Northridge - 17645 Saticoy St,34.2090,-118.5170
Pacific Palisades - Sunset,34.0420,-118.5540
Pacoima Dam (downstr),34.3340,-118.3960
Pacoima Dam (upper left),34.3340,-118.3960
Pacoima Kagel Canyon,34.2960,-118.3750
Palmdale - Hwy 14 & Palmdale,34.5810,-118.1350
Pardee - SCE,34.4350,-118.5820
Pasadena - N Sierra Madre,34.1680,-118.0780
Phelan - Wilson Ranch,34.4670,-117.5200
Playa Del Rey - Saran,33.9600,-118.4320
Point Mugu - Laguna Peak,34.1090,-119.0650
Port Hueneme - Naval Lab.,34.1450,-119.2060
Rancho Cucamonga - Deer Can,34.1690,-117.5790
Rancho Palos Verdes - Hawth,33.7460,-118.3960
Rancho Palos Verdes - Luconia,33.7400,-118.3350
Rinaldi Receiving Sta,34.2810,-118.4780
Riverside Airport,33.9510,-117.4460
Rolling Hills Est-Rancho Vista,33.7870,-118.3560
Rosamond - Airport,34.8700,-118.2060
San Bernardino - CSUSB Gr,34.1830,-117.3210
San Bernardino - Co Service Bldg - Freefield,34.1060,-117.2870
San Bernardino - E & Hospitality,34.0650,-117.2920
San Gabriel - E Grand Ave,34.0910,-118.0930
San Jacinto - CDF Fire Sta,33.7870,-116.9580
San Marino - SW Academy,34.1150,-118.1300
San Pedro - Palos Verdes,33.7220,-118.3090
Sandberg - Bald Mtn,34.7430,-118.7240
Santa Barbara - UCSB Goleta,34.4220,-119.8510
Santa Fe Springs - E.Joslin,33.9440,-118.0870
Santa Monica City Hall,34.0110,-118.4900
Santa Susana Ground,34.2320,-118.7100
Seal Beach - Office Bldg,33.7570,-118.0840
Simi Valley - Katherine Rd,34.2640,-118.6660
Stone Canyon,34.1062,-118.4542
Sun Valley - Roscoe Blvd,34.2210,-118.4210
Sunland - Mt Gleason Ave,34.2690,-118.3030
Sylmar - Converter Sta,34.3110,-118.4900
Sylmar - Converter Sta East,34.3120,-118.4810
Sylmar - Olive View Med FF,34.3260,-118.4440
Tarzana - Cedar Hill A,34.1600,-118.5340
Terminal Island - S Seaside,33.7360,-118.2690
Topanga - Fire Sta,34.0840,-118.6000
Tustin - E Sycamore,33.7278,-117.8240
Vasquez Rocks Park,34.4920,-118.3270
Ventura - Harbor & California,34.2760,-119.2930
Villa Park - Serrano Ave,33.8210,-117.8180
West Covina - S Orange Ave,34.0640,-117.9520
Whittier - S. Alta Dr,34.0150,-118.0290
Wrightwood - Jackson Flat,34.3810,-117.7370
Wrightwood - Nielson Ranch,34.3140,-117.5450
Wrightwood - Swarthout,34.3690,-117.6580
Woodfords,38.7710,-119.8150
Abeno,34.6360,135.5190
Amagasaki,34.7180,135.4080
Chihaya,34.4390,135.6590
FUK,36.0533,136.2270
Fukushima,34.6870,135.4740
HIK,35.2733,136.2470
KJMA,34.6833,135.1800
Kakogawa,34.7640,134.8430
Kobe University,34.7250,135.2400
MZH,35.4480,135.3200
Morigawachi,34.6800,135.5720
Nishi-Akashi,34.6640,134.9640
OKA,34.6600,133.9200
OSAJ,34.6783,135.5200
Port Island (0 m),34.6700,135.2010
Sakai,34.5640,135.4690
Shin-Osaka,34.6900,135.5000
TOT,35.4850,134.2400
Tadoka,34.4800,135.4080
Takarazuka,34.8090,135.3440
Takatori,34.6490,135.1390
Yae,34.6800,135.6120
Edessa (bsmt),40.8050,22.0510
Florina,40.7870,21.4040
Kardista,39.3700,21.9200
Kastoria,40.5200,21.2700
Kozani,40.3000,21.7800
Larisa,39.6370,22.4170
Veroia (bsmt),40.5260,22.2030
Chromio Anapsiktirio,40.1300,21.7300
Grevena,40.8000,21.4200
Chromio Anapsiktirio,40.1300,21.7300
Grevena,40.8000,21.4200
Grevena,40.8000,21.4200
Grevena Posokemio,40.0850,21.4260
Karpero,39.9500,21.6100
Balikesir,39.6500,27.8570
Burdur,37.7230,30.2940
Bursa,40.1700,29.0800
Cardak,37.8250,29.6680
Denizli,37.8130,29.1140
Dinar,38.0600,30.1550
Izmir Trigger #1,38.4000,27.1900
Izmir Trigger #2,38.4000,27.1900
Eilat,29.5630,34.9380
Hadera,32.4690,34.8930
Afyon Bay,38.7920,30.5610
Ambarli,40.9805,28.6920
Arcelik,40.8236,29.3607
Atakoy,40.9890,28.8490
Aydin,37.8370,27.8380
Balikesir,39.6500,27.8570
Bornova,38.4550,27.2290
Botas,40.9927,27.9790
Bursa Sivil,40.1830,29.1310
Bursa Tofas,40.2605,29.0680
Canakkale,40.1420,26.4000
Cekmece,41.0238,28.7594
Duzce,40.8440,31.1490
Eregli,40.9800,27.7900
Fatih,41.0537,28.9500
Gebze,40.8200,29.4400
Goynuk,40.3960,30.7830
Hava Alani,40.9824,28.8200
Istanbul,41.0580,29.0130
Izmit,40.7900,29.9600
Iznik,40.4400,29.7500
Kutahya,39.4190,29.9970
Manisa,38.5800,27.4500
Maslak,41.1040,29.0190
Mecidiyekoy,41.0650,28.9970
Sakarya,40.7370,30.3840
Tekirdag,40.9790,27.5150
Tokat,40.3290,36.5540
Tosya,41.0130,34.0370
Usak,38.6710,29.4040
Yarimca,40.7644,29.7620
Zeytinburnu,40.9860,28.9080
ALS,23.5103,120.8052
CHK,23.0992,121.3653
CHY002,23.7192,120.4125
CHY004,23.6013,120.1715
CHY006,23.5815,120.5520
CHY008,23.4853,120.2692
CHY010,23.4653,120.5440
CHY012,23.3328,120.1523
CHY014,23.2963,120.5828
CHY015,23.3550,120.4052
CHY016,23.2212,120.1532
CHY017,23.2147,120.2680
CHY019,23.1795,120.4778
CHY022,23.0457,120.4615
CHY023,22.9655,120.2800
CHY024,23.7570,120.6062
CHY025,23.7795,120.5137
CHY026,23.7987,120.4113
CHY027,23.7520,120.2468
CHY028,23.6320,120.6052
CHY029,23.6135,120.5282
CHY032,23.5799,120.2910
CHY033,23.5407,120.2153
CHY034,23.5212,120.5443
CHY035,23.5200,120.5840
CHY036,23.6073,120.4788
CHY039,23.5207,120.3440
CHY041,23.4388,120.5957
CHY042,23.3583,120.5833
CHY044,23.3832,120.1635
CHY046,23.4765,120.4632
CHY047,23.4938,120.4468
CHY050,23.2803,120.4083
CHY052,23.2878,120.5010
CHY054,23.3077,120.3097
CHY055,23.2698,120.2705
CHY057,23.1495,120.4098
CHY058,23.1725,120.3192
CHY059,23.1840,120.1025
CHY060,23.1243,120.2392
CHY061,23.0768,120.5107
CHY062,23.1213,120.4500
CHY063,23.0270,120.3402
CHY065,22.9060,120.3450
CHY066,22.9205,120.2078
CHY067,22.9990,120.1837
CHY069,22.9737,120.1815
CHY070,22.9710,120.2286
CHY071,23.0648,120.1645
CHY074,23.5103,120.8052
CHY076,23.6380,120.2217
CHY078,23.0402,120.2283
CHY079,23.1848,120.5280
CHY080,23.5972,120.6777
CHY081,23.2670,120.4880
CHY082,23.7237,120.2975
CHY086,23.3510,120.5932
CHY087,23.3845,120.5190
CHY088,23.3462,120.4293
CHY090,23.2673,120.2163
CHY092,23.7913,120.4783
CHY093,23.6538,120.1472
CHY094,23.7935,120.3205
CHY096,22.9830,120.2327
CHY099,23.1373,120.2802
CHY100,23.2272,120.3418
CHY101,23.6862,120.5622
CHY102,23.2455,120.6138
CHY104,23.6695,120.4648
CHY107,23.2988,120.2897
CHY109,23.2517,120.5295
CHY110,23.2517,120.5295
CHY116,23.0775,120.1082
ENA,24.4280,121.7407
ESL,23.8137,121.4328
HEN,22.0055,120.7380
HSN,24.8022,120.9695
HWA,23.9770,121.6050
HWA002,23.6012,121.5122
HWA003,23.4768,121.4970
HWA005,23.6608,121.4140
HWA006,23.6732,121.4173
HWA007,23.9877,121.6173
HWA009,23.9925,121.6165
HWA011,23.9962,121.5858
HWA012,23.9930,121.6233
HWA013,23.9780,121.5910
HWA014,23.9732,121.5993
HWA015,23.9757,121.5530
HWA016,23.9648,121.5600
HWA017,23.9497,121.5392
HWA019,23.9770,121.6050
HWA020,23.8137,121.4328
HWA022,24.2675,121.7325
HWA023,24.0800,121.5955
HWA024,23.3522,121.2970
HWA025,24.1630,121.6447
HWA026,24.1185,121.6165
HWA027,24.0550,121.5910
HWA028,24.0172,121.6013
HWA029,23.9373,121.5702
HWA030,23.7852,121.4488
HWA031,23.7653,121.4922
HWA032,23.7108,121.4120
HWA033,23.6867,121.4747
HWA034,23.5905,121.3772
HWA035,23.7320,121.4362
HWA036,23.4995,121.3670
HWA037,23.4542,121.3840
HWA038,23.4615,121.3445
HWA039,23.3845,121.3523
HWA041,23.2675,121.2942
HWA043,23.7092,121.5400
HWA044,23.6538,121.5268
HWA045,24.3095,121.7405
HWA046,24.1492,121.6213
HWA048,24.0113,121.5715
HWA049,23.9952,121.5577
HWA050,23.9897,121.5840
HWA051,23.8703,121.5480
HWA053,23.4072,121.3117
HWA054,23.4317,121.3398
